Date,Value,RSI12,SMA12,Regime
1885-06-01,13.978784368698356,48.81660600797853,39.61054231915228,1
1885-07-01,14.32665877708933,53.46261073406301,41.58975341971741,1
1885-08-01,15.130410796707157,62.12749482235913,43.38543479303701,1
1885-09-01,15.116285028724247,61.9065033230794,45.35437497481495,1
1885-10-01,15.991023962168985,69.28677154503225,48.12725221483786,1
1885-11-01,16.824034498619024,74.4327298750769,51.292896915662226,1
1885-12-01,16.304475952278533,66.81560210425823,53.66828851452555,1
1886-01-01,16.69231747079765,69.36833982044057,56.481273607140444,1
1886-02-01,17.006648259461,71.31902568962734,59.13039189469038,1
1886-03-01,16.843266101570133,68.83347422862879,61.15236223223368,1
1886-04-01,16.80171613124631,68.17431130973992,63.29058278439961,1
1886-05-01,16.863195515097832,68.65876968481278,65.2668532620914,1
1886-06-01,17.831494055376883,75.15647731700953,67.46184253784399,1
1886-07-01,17.845845041532208,75.23947481614549,69.27658121135086,1
1886-08-01,17.72391279961927,72.97962876605195,70.1809257066586,1
1886-09-01,18.14714392580003,75.7388817180474,71.33362390623927,1
1886-10-01,18.56238134286657,78.12928227582854,72.07049980047229,1
1886-11-01,18.968312634942823,80.20886057024843,72.55184402506993,1
1886-12-01,18.19405755688645,66.96078315989384,72.56394244637289,-1
1887-01-01,17.51222209630495,57.790713237911746,71.59914023116215,-1
1887-02-01,17.125366596972313,53.2749331145409,70.09546584990495,-1
1887-03-01,17.47321371151375,56.601367556910226,69.07612362726174,-1
1887-04-01,17.822983639100713,59.74499817842033,68.37368086631844,-1
1887-05-01,18.075445427458245,61.91713334209896,67.81187783775896,-1
1887-06-01,17.70769566327299,57.02728903174491,66.30111214732024,-1
1887-07-01,17.431460535613077,53.561126252994804,64.49458310039101,-1
1887-08-01,16.73984961482071,45.93533950301355,62.24089232847114,-1
1887-09-01,16.676629667380144,45.29229631091312,59.70367687787661,-1
1887-10-01,15.88066681251732,37.98816233201919,56.358583549225834,-1
1887-11-01,15.95071220106678,38.933576668061434,52.91897655737691,-1
1887-12-01,15.45551345446995,34.83737310649814,50.24202571959393,-1
1888-01-01,15.358662514259908,34.07252634922571,48.26551014553677,-1
1888-02-01,15.418178318820534,35.02876692472103,46.74499629638512,-1
1888-03-01,14.808972366946568,30.146146833979596,44.54039456947424,-1
1888-04-01,15.02010868184446,33.643189627852124,42.36524385692689,-1
1888-05-01,15.38791695722913,39.40785408484216,40.48947058548882,-1
1888-06-01,15.077628818434691,36.49042883496052,38.778065569090124,-1
1888-07-01,15.279642515498177,39.662954850682524,37.61988461889743,1
1888-08-01,15.602911670088805,44.50257069723872,37.50048721841619,1
1888-09-01,15.98782882176142,49.739156040429,37.87105886254252,1
1888-10-01,15.7159418743297,46.367822822274356,38.56936390339711,1
1888-11-01,15.22374901694628,40.89391514494308,38.73272544313725,1
1888-12-01,14.946748301089222,38.13025509819179,39.00713227577839,-1
1889-01-01,15.802286071028163,49.605370076204224,40.30153591969326,1
1889-02-01,16.19272044784899,53.865312473678614,41.87124804877306,1
1889-03-01,16.065045360769286,52.28852721823393,43.716446414127596,1
1889-04-01,16.05010453396748,52.0938536980228,45.25400175330848,1
1889-05-01,16.915421076068377,61.216764790862186,47.07141097881015,1
1889-06-01,17.21930294394768,63.853841124259105,49.3516953362517,1
1889-07-01,16.889214491107516,59.09254221439779,50.9708276165613,1
1889-08-01,17.13185397534573,61.40055987631752,52.37899338148453,1
1889-09-01,17.35078802634861,63.43144268736874,53.52001726872951,1
1889-10-01,17.05321440295549,58.841009658407515,54.55944950507395,1
1889-11-01,16.906021170249367,56.62957388064812,55.87075439971603,1
1889-12-01,16.61033807660339,52.320414090116486,57.053267649043086,-1
1890-01-01,17.2200719821819,59.28925798364416,57.86025830799641,1
1890-02-01,17.026814982671414,56.43708236647847,58.07457246572972,-1
1890-03-01,16.901122288589903,54.574342857530375,58.26505710233776,-1
1890-04-01,17.257854542603205,58.78600205370352,58.82273613197782,-1
1890-05-01,17.786430487858624,64.15759100464282,59.067804983126216,1
1890-06-01,17.684360844450165,62.44315749968017,58.9502480144113,1
1890-07-01,17.589295440864866,60.79257366968004,59.09191730235148,1
1890-08-01,16.596791133979103,46.7254653731983,57.86899276042488,-1
1890-09-01,16.169702000615302,42.1472309103356,56.09530844567212,-1
1890-10-01,15.482849163344437,35.96484241445657,54.188961175342875,-1
1890-11-01,14.745043493292805,30.689569891666487,52.02729417626107,-1
1890-12-01,14.442991231338445,28.80275443547944,50.06748920504131,-1
1891-01-01,15.428980086469096,41.590659428000194,48.592605992070986,-1
1891-02-01,15.47652233243254,42.13733652431016,47.40096050522363,-1
1891-03-01,15.051623357657386,38.613748770261644,46.07091099795124,-1
1891-04-01,15.40894512547412,42.9874660530642,44.75436633123129,-1
1891-05-01,15.566495230713254,44.876602622861974,43.14761729941622,1
1891-06-01,15.658211395638148,46.012661088703865,41.77840926516819,1
1891-07-01,15.617919238646,45.56263598596352,40.50924779152515,1
1891-08-01,16.163998509963037,52.44004092124682,40.985462420529196,1
1891-09-01,17.711261413256537,65.7965818863463,42.95624166853009,1
1891-10-01,17.716568589826366,65.83248679975465,45.44521203397159,1
1891-11-01,17.671739174764,65.20177365775926,48.321229014479336,1
1891-12-01,18.206303000209928,69.05802004871184,51.675834482248696,1
1892-01-01,19.01638840422528,73.84891996191142,54.364022860074634,1
1892-02-01,19.03642504097844,73.95772038242421,57.015721514917466,1
1892-03-01,19.738054849323017,77.5290798686159,60.258665773113655,1
1892-04-01,19.94326524163865,78.47109190891969,63.21563459443495,1
1892-05-01,19.911465213489816,77.91889357829552,65.96915884072108,1
1892-06-01,19.769284397136744,75.333218348026,68.41253861233126,1
1892-07-01,19.21188643450557,65.97065199330223,70.11320661294282,-1
1892-08-01,19.204303803173826,65.84920073462176,71.23063659739073,-1
1892-09-01,18.694271809588205,58.012410939164916,70.5819556851256,-1
1892-10-01,19.04021491532471,61.41062876432471,70.21346751550645,-1
1892-11-01,18.46331269079999,53.529165700069534,69.24075018569896,-1
1892-12-01,18.01300925127574,48.2556189259706,67.50721675880386,-1
1893-01-01,17.656643708098784,44.473038807125086,65.05922666257167,-1
1893-02-01,17.125193854872453,39.44306167435927,62.18300510356625,-1
1893-03-01,16.899589031582323,37.479959225720116,58.84557838332494,-1
1893-04-01,17.10254157825492,40.391451094295306,55.672274982106245,-1
1893-05-01,15.780987310776256,30.351083983410213,51.70829084919914,-1
1893-06-01,15.4165038635977,28.23909214109586,47.783780331954965,-1
1893-07-01,14.349854182760952,23.106035805201323,44.21172898294656,-1
1893-08-01,14.588056535807818,26.36674522778809,40.92152435737709,-1
1893-09-01,15.012069079138763,31.968822001504034,38.75122527923868,-1
1893-10-01,15.271794153520188,35.260145089064665,36.57201830630034,-1
1893-11-01,15.942411400571668,43.0244164755361,35.69662253758923,1
1893-12-01,15.61269433546494,40.42410897311079,35.04399670818424,1
1894-01-01,15.739869351948222,41.90159329338114,34.82970958203891,1
1894-02-01,16.20273659644992,47.10960936190088,35.46858855600071,1
1894-03-01,17.187622088121927,56.21938712614688,37.03020754770294,1
1894-04-01,17.43484907805245,58.191337512547335,38.51353141589062,1
1894-05-01,16.80875192091801,51.751544950944364,40.29690316318513,1
1894-06-01,16.60631969529253,49.80737739132613,42.09426026737099,1
1894-07-01,16.28967971491695,46.8068704327142,44.06932981966372,1
1894-08-01,16.45777707299836,48.60014407094848,45.92211305659375,1
1894-09-01,16.522315444877208,49.31580816100431,47.3676952365521,1
1894-10-01,16.502904205708425,49.09153476948328,48.520311043253656,1
1894-11-01,16.54278444744455,49.6051885667128,49.06870871751838,1
1894-12-01,16.672466333767723,51.34660929113917,49.97891707735408,1
1895-01-01,16.524443935162708,49.228393381054076,50.58948375132683,-1
1895-02-01,16.331237693211406,46.49711041184264,50.53844217215531,-1
1895-03-01,16.36462542717479,47.050924208181456,49.774403595658185,-1
1895-04-01,16.387543823686297,47.458189510801866,48.87997459551273,-1
1895-05-01,17.080369553382383,58.08917601137584,49.408110517215356,1
1895-06-01,17.207413539783385,59.71952934240761,50.234123179805486,1
1895-07-01,17.546014648740556,63.8124856912466,51.65125778468319,1
1895-08-01,18.07407254724179,69.14623366042406,53.363431917139486,1
1895-09-01,18.200335946605463,70.28853908650981,55.111159494264946,1
1895-10-01,17.944706622466473,64.97547254269872,56.43482097536624,1
1895-11-01,17.34299899192169,54.413789730208464,56.83553773899089,-1
1895-12-01,16.548415156667954,44.08947242419175,56.23077633341193,-1
1896-01-01,16.576224828568186,44.49159257536502,55.836042932937836,-1
1896-02-01,17.515403352637268,56.11893061055034,56.63786128283015,-1
1896-03-01,17.232362712298613,52.503196532818265,57.09221730988322,-1
1896-04-01,17.643699378129998,56.905188700308145,57.87946724234208,-1
1896-05-01,17.82826689423283,58.775387895388526,57.93665156600981,1
1896-06-01,17.77757861643047,58.021009928579005,57.79510828152409,1
1896-07-01,16.637100103394594,44.121198096407916,56.15416764862087,-1
1896-08-01,15.703370546226877,36.344652570931906,53.420702557829856,-1
1896-09-01,16.544339943032014,45.74099607137342,51.37507397323515,-1
1896-10-01,16.438866804725887,44.83548022432054,49.696741280036974,-1
1896-11-01,17.089425242371114,51.3199498566921,49.43892129057728,1
1896-12-01,16.501404180590093,45.9894496976869,49.597252730035216,-1
1897-01-01,17.026521282380553,50.95251844707481,50.13566321934436,1
1897-02-01,16.8940258832541,49.6955556157627,49.60038196977872,1
1897-03-01,16.95803071672104,50.34114153256218,49.420210719757385,1
1897-04-01,16.69685743473467,47.6206490083838,48.64649907876369,-1
1897-05-01,17.047755129229394,51.464973821355244,48.037297905927574,1
1897-06-01,17.850497280690615,58.978672674732415,48.117103134773686,1
1897-07-01,18.651975755820295,64.89756123143482,49.84846672935925,1
1897-08-01,19.00639601051944,67.18189315885543,52.418236778352885,1
1897-09-01,19.372370293397793,69.42335979239583,54.39176708843809,1
1897-10-01,19.028031223902428,64.87533658784946,56.06175511873216,1
1897-11-01,18.358448098050225,56.9596095874357,56.531726762960794,1
1897-12-01,18.7487576625255,60.05864958886553,57.70416008722567,1
1898-01-01,19.249000021813757,63.71186636425782,58.76743908032426,1
1898-02-01,18.91813188800214,59.76746948632501,59.606765236204446,1
1898-03-01,18.04217492346869,50.7017970945706,59.63681986637181,-1
1898-04-01,17.705089426411778,47.66654554134049,59.64064457745153,-1
1898-05-01,17.595635274512816,46.67673396039678,59.24162458903833,-1
1898-06-01,19.54481748054799,62.00452292494612,59.49377877655615,1
1898-07-01,19.858943014167306,63.83229919206077,59.40500693994164,1
1898-08-01,20.54491517915329,67.55094642675219,59.43576137893303,1
1898-09-01,20.442732862691297,66.44085913494415,59.18721965747873,1
1898-10-01,19.947199825773662,61.126615354901475,58.87482622139973,1
1898-11-01,20.527416324811295,64.73005337803671,59.522363203949816,1
1898-12-01,21.40363198544819,69.40264741157799,60.301029689175856,1
1899-01-01,22.93280741648719,75.56561089754058,61.28884173361609,1
1899-02-01,23.0481175499802,75.96387297798675,62.6385420245879,1
1899-03-01,23.279682245508724,76.79255558724091,64.81277189897709,1
1899-04-01,23.152421525686496,75.23742014684916,67.11034478276949,1
1899-05-01,22.091269360834193,63.53367343720408,68.51508973917011,-1
1899-06-01,21.21209192504684,55.70208430628905,67.98988652094867,-1
1899-07-01,21.56142563452312,57.948941075678455,67.49960667791682,-1
1899-08-01,21.726237373055447,59.018767492567,66.78859176673473,-1
1899-09-01,20.591140514113775,49.54780452092811,65.38083721556673,-1
1899-10-01,20.153713460686618,46.41641647479796,64.15498730889144,-1
1899-11-01,20.19645752080229,46.774997133746666,62.658732621867266,-1
1899-12-01,18.512649643600184,36.327804851590734,59.90249574186833,-1
1900-01-01,18.67427536244478,37.782934977504446,56.75393941519864,-1
1900-02-01,18.703797417251433,38.06497646073534,53.59569803876102,-1
1900-03-01,18.77579342123837,38.803023104293196,50.429903665182046,-1
1900-04-01,18.936402033322725,40.52771346601068,47.53742810844551,-1
1900-05-01,18.403197016950408,36.77419700872656,45.30747173940571,-1
1900-06-01,17.992711584303965,34.120259844834415,43.50898636761783,-1
1900-07-01,17.689545468952794,32.2453270960376,41.36701853598109,-1
1900-08-01,18.069614666784187,36.981342316847346,39.53056643800445,-1
1900-09-01,17.34187415122472,32.26971049398471,38.090725269092495,-1
1900-10-01,18.102398784556048,40.85978389700997,37.62767255427682,1
1900-11-01,19.41958460376075,52.29193736100395,38.08741757321493,1
1900-12-01,20.74405116087085,60.63836733277916,40.11329777998063,1
1901-01-01,20.978581834536183,61.92511900935337,42.12514644930137,1
1901-02-01,21.679149848206183,65.59065325125266,44.41895284851114,1
1901-03-01,22.34758395068384,68.72464487369304,46.91242132929446,1
1901-04-01,24.409716994827196,76.06221169178276,49.873629514775466,1
1901-05-01,23.064012684863552,65.1763808133401,52.24047816515992,1
1901-06-01,25.238466205960325,72.19181202405055,55.41310751342794,1
1901-07-01,23.144848553708098,59.5838514754927,57.69131787838253,1
1901-08-01,23.077177713844375,59.21917144603775,59.54447030581506,-1
1901-09-01,22.59046831686023,56.50565744491948,61.564132551726296,-1
1901-10-01,22.25290161840892,54.612274628792456,62.7101734460415,-1
1901-11-01,22.37507477765279,55.204902071420854,62.95292050524291,-1
1901-12-01,21.680215141029674,51.06776392091769,62.15537022092113,-1
1902-01-01,22.340290796033557,54.59407105794699,61.54444955830393,-1
1902-02-01,22.45995745246039,55.23212812882315,60.6812391314348,-1
1902-03-01,22.410652288217328,54.885461454133306,59.52797384647149,-1
1902-04-01,22.823108698497833,57.329575620881535,57.966920840563056,-1
1902-05-01,22.427954493329793,54.257433339390474,57.05700855106725,-1
1902-06-01,21.963742295514603,50.77073368407564,55.27191868940267,-1
1902-07-01,22.385686589401352,53.71975603437371,54.783244069309426,-1
1902-08-01,23.168671834092848,58.72503651513401,54.742066158400775,1
1902-09-01,22.85656638195449,56.08728700502245,54.707201955076016,1
1902-10-01,20.6044254018598,41.43612255448109,53.60918928221674,-1
1902-11-01,20.40854125507217,40.43394177738592,52.378275924380496,-1
1902-12-01,19.633232126823827,36.61064103257735,51.17351568368546,-1
1903-01-01,20.318132053828485,41.90453675722213,50.11605449195839,-1
1903-02-01,20.107051517552804,40.760068997076665,48.91004956431285,-1
1903-03-01,19.884560384872824,39.51898443483448,47.62950981270461,-1
1903-04-01,18.98002260182625,34.817198497729194,45.75347838577525,-1
1903-05-01,18.95485872303987,34.6919348563035,44.12302017885134,-1
1903-06-01,17.818551722968508,29.469115873362362,42.34788536129191,-1
1903-07-01,16.918178414766654,26.075763392061962,40.044219307765935,-1
1903-08-01,16.29911879090349,24.002665680346578,37.150688404866976,-1
1903-09-01,15.654359115196906,22.014109720778514,34.31125696451331,-1
1903-10-01,15.252943825778836,20.841401770362207,32.59503023250341,-1
1903-11-01,15.40787753429789,22.57797787145575,31.10703324034256,-1
1903-12-01,16.04289414005013,29.49390072277983,30.51397154785943,-1
1904-01-01,15.861833914033635,28.696563465600825,29.413307106890993,-1
1904-02-01,15.02149838033143,25.241589534528963,28.120100485012017,-1
1904-03-01,15.081930176258854,25.941098816048996,26.988610016779898,-1
1904-04-01,15.565490611691484,31.533345848795445,26.71495562936875,1
1904-05-01,15.525820896254633,31.32167989084171,26.434101048913604,1
1904-06-01,15.47443363865265,31.027365981305834,26.56395522457556,1
1904-07-01,16.036401629624105,37.97989682839024,27.55596634426958,1
1904-08-01,16.30465197885103,41.073022435720354,28.978496073884063,1
1904-09-01,16.74260004916368,45.88022005652959,30.96733860186332,1
1904-10-01,17.633197370821403,54.173750669768935,33.74503434348055,1
1904-11-01,18.07620022377006,57.69194773116203,36.67119849845607,1
1904-12-01,18.159679118703192,58.349283185322264,39.07581370366794,1
1905-01-01,18.45985203245585,60.74191828732752,41.74625993881183,1
1905-02-01,19.168996375829824,65.8045264517534,45.126504681913865,1
1905-03-01,19.831506074218417,69.77674095029477,48.779474859767674,1
1905-04-01,19.48292752471127,65.41520218335239,51.60296288764743,1
1905-05-01,18.629487509845113,56.05649425655117,53.66419741812322,1
1905-06-01,18.735862386183527,56.89502545603964,55.819835707684376,1
1905-07-01,19.20588330954804,60.5258403028389,57.6986643305551,1
1905-08-01,19.57330843080371,63.17131230417934,59.540188486260014,1
1905-09-01,19.74349241969777,64.37760259830779,61.081637031408206,1
1905-10-01,19.89739481432952,65.49264778051378,62.02487845730362,1
1905-11-01,19.44352569326497,59.5007351387655,62.17561074127058,-1
1905-12-01,19.57796080909611,60.6636232463094,62.368472413019504,-1
1906-01-01,20.132402260807883,65.16401583465306,62.7369805419633,1
1906-02-01,19.86675256367587,61.48711149298447,62.37719596206588,-1
1906-03-01,19.259453020854107,53.90200625111633,61.05430140380101,-1
1906-04-01,18.876204996115874,49.682635598623634,59.743254188406944,-1
1906-05-01,18.05404446092638,41.9903185035365,58.571072875655716,-1
1906-06-01,18.172666376497485,43.370363334890776,57.444017698893305,-1
1906-07-01,18.195200143513727,43.64817986937923,56.037545996104996,-1
1906-08-01,18.96725147754928,52.37999767900152,55.13826977734018,-1
1906-09-01,19.20099368200134,54.69840494834692,54.331669973176766,1
1906-10-01,18.09538090886909,43.71604538338979,52.51695310674976,-1
1906-11-01,18.14185165400796,44.22948666993301,51.24434906768039,-1
1906-12-01,17.660003667768652,40.09246396636389,49.5300857943516,-1
1907-01-01,17.218913853705974,36.66745066028751,47.15537202982114,-1
1907-02-01,16.21707128876615,30.261896975027813,44.55327081999142,-1
1907-03-01,14.687545255978652,23.441528479375915,42.014897672346386,-1
1907-04-01,14.66970990560274,23.374514159044384,39.82255421904812,-1
1907-05-01,13.79010715342425,20.258605403204964,38.01157812735382,-1
1907-06-01,13.144269952673204,18.304186683391116,35.92273007306218,-1
1907-07-01,13.585007357961846,23.778515568037996,34.26692471461708,-1
1907-08-01,12.513471604446613,20.19022530435253,31.58444368339633,-1
1907-09-01,12.328569657736626,19.632523148145467,28.662286866712876,-1
1907-10-01,10.831840153050605,15.782756457891187,26.334512789587993,-1
1907-11-01,10.591177559189784,15.25793931831652,23.920217176953287,-1
1907-12-01,11.33330623581117,23.78368340092332,22.561152129833243,1
1908-01-01,11.90296862826698,29.705834050258204,21.9810174123308,1
1908-02-01,11.554846295144795,28.242839367993266,21.81276261174459,1
1908-03-01,11.984662664464295,32.70671757248348,22.584861702836886,1
1908-04-01,12.448889158370369,37.30223761384892,23.745505324070596,1
1908-05-01,13.07845135543834,43.05547395384999,25.64524436995768,1
1908-06-01,13.051684129229994,42.87300148417407,27.692645603356265,1
1908-07-01,13.3454871048344,45.63201359027944,29.513770438543048,1
1908-08-01,13.884232895208612,50.421830854111334,32.03307090102295,1
1908-09-01,13.701442268825106,48.829559453511074,34.46615725980342,1
1908-10-01,13.690810359178702,48.731912688956676,37.21192027905888,1
1908-11-01,14.43501409125626,55.523547412541376,40.56738762024428,1
1908-12-01,14.58248290896244,56.76175144556124,43.31555995729744,1
1909-01-01,14.76441845644135,58.323320201829965,45.700350469928416,1
1909-02-01,14.167157516701364,51.64378566770128,47.650429328237415,1
1909-03-01,14.336058380586216,53.29397283806712,49.36603393370272,1
1909-04-01,14.645198603086117,56.27343888764468,50.94696737318571,1
1909-05-01,14.953509786582782,59.11130002282725,52.28495287893381,1
1909-06-01,15.040444676080996,59.91160925836413,53.70483686011631,1
1909-07-01,15.23150324049768,61.708484978166545,55.0445428091069,1
1909-08-01,15.41758070625476,63.44914054835096,56.13015195029354,1
1909-09-01,15.254446436821176,60.80555405001538,57.12815150000224,1
1909-10-01,14.988845296121768,56.61588807483243,57.78514944882522,-1
1909-11-01,14.745631176824585,52.96991989251334,57.57234715548955,-1
1909-12-01,14.750638489265036,53.03784448491325,57.26202157543556,-1
1910-01-01,14.547885040564145,49.85708847945984,56.55650226523806,-1
1910-02-01,14.0020379030327,42.39076075309529,55.78541685568755,-1
1910-03-01,14.05000696507782,43.20614114566995,54.94476421465445,-1
1910-04-01,13.55988362082008,37.31869093811993,53.36520188552739,-1
1910-05-01,13.56879228725145,37.48759645507498,51.5632265882147,-1
1910-06-01,13.019657302315936,31.736846051225385,49.21532965428647,-1
1910-07-01,12.34258125998522,26.308371739911692,46.26532021776523,-1
1910-08-01,12.74505515088625,33.666018191002784,43.78339335465287,-1
1910-09-01,12.93716110107084,36.94423180096736,41.794949833898876,-1
1910-10-01,13.91886665644582,50.5640929850514,41.29063357641713,1
1910-11-01,14.164523175780356,53.31670480356812,41.31953231900503,1
1910-12-01,13.741478417781549,48.267701376353976,40.92202039329175,1
1911-01-01,14.049215181401204,51.883606743095655,41.0908969152614,1
1911-02-01,14.721488469928309,58.75414314179948,42.45451211432009,1
1911-03-01,14.370623221979534,54.336672438877855,43.38205638875408,1
1911-04-01,14.75293542032936,58.0828890421113,45.11240623075336,1
1911-05-01,15.047660591685045,60.78827313241035,47.05412928719798,1
1911-06-01,15.328355684719282,63.252451357250536,49.68042972936674,1
1911-07-01,15.083110578700268,59.67788269995277,52.461222309370164,1
1911-08-01,13.89979066565445,45.99573609827513,53.48869880164287,-1
1911-09-01,12.99795398325244,38.63194169885615,53.6293412931336,-1
1911-10-01,13.066472850619196,39.435601652380974,52.70196701541107,-1
1911-11-01,13.727997586413094,46.776628332941364,52.15696064285885,-1
1911-12-01,13.92925841957824,48.834955884335855,52.20423185185734,-1
1912-01-01,13.794952631845822,47.497717401320955,51.838741073376106,-1
1912-02-01,13.5316343696866,44.86982685362532,50.68171471602827,-1
1912-03-01,13.639769173944169,46.203237005276875,50.00392842989485,-1
1912-04-01,13.65439269055324,46.39451214976133,49.029897022199016,-1
1912-05-01,13.64550068561237,46.28534741709003,47.82131987925566,-1
1912-06-01,13.785417404502525,48.370658294529036,46.5811704573622,1
1912-07-01,13.802876645015782,48.64207079007066,45.66151946487202,1
1912-08-01,13.984761763426274,51.53741503052471,46.123326042559484,1
1912-09-01,13.926285001315872,50.53813631806922,47.1155089274939,1
1912-10-01,13.90509270117847,50.15367723647227,48.008681892834836,1
1912-11-01,13.749541018606536,47.27403364268746,48.05013233531367,-1
1912-12-01,13.388999452579636,41.2808958761065,47.42062733462789,-1
1913-01-01,13.14808879176156,37.788816323823355,46.61155224483642,-1
1913-02-01,12.682960516236763,32.074098880760786,45.54524158043103,-1
1913-03-01,12.443453515183664,29.562732481703474,44.15853287013326,-1
1913-04-01,12.433067081795164,29.453630850675168,42.74679276187607,-1
1913-05-01,12.221401061154117,27.220301056552227,41.15803889849793,-1
1913-06-01,11.49196285276123,21.182084977208287,38.89232445538786,-1
1913-07-01,11.534022795459853,22.266739274536555,36.69438016242669,-1
1913-08-01,11.846840543564626,30.074285774998653,34.90578605779952,-1
1913-09-01,11.84331682662597,30.037212111402777,33.19737570724398,-1
1913-10-01,11.471490240312288,26.304471969814262,31.209941935022474,-1
1913-11-01,11.072537845038008,22.964154169152152,29.1841186455612,-1
1913-12-01,11.174040870036787,25.58688752185524,27.876284616040262,-1
1914-01-01,11.63609210504613,36.348336541280744,27.756244634161707,1
1914-02-01,11.910233879798234,41.79643002850498,28.566438896473723,1
1914-03-01,11.685526018836828,38.824921467273846,29.338287978604587,1
1914-04-01,11.522662536200237,36.7586320531844,29.94703807881369,1
1914-05-01,11.479008694164474,36.19535670866518,30.69495938315644,1
1914-06-01,11.428715168831877,35.51143283548028,31.889071704679107,1
1914-07-01,10.694345183040133,27.295783876553767,32.308158754847206,-1
1914-08-01,10.492046265076434,25.52140843300684,31.92875230968122,-1
1914-09-01,10.50049730180213,25.74139780891662,31.570767784474043,-1
1914-10-01,10.612759466126224,28.789478106487106,31.77785162919678,-1
1914-11-01,10.51691764299212,27.72941773254001,32.17495692614577,-1
1914-12-01,10.172217991997863,24.229093233609717,32.061807402125304,-1
1915-01-01,10.359834197757271,29.512315339163784,31.49213896861556,-1
1915-02-01,10.329786209660696,29.157114052370176,30.43886263727099,-1
1915-03-01,10.707013188682808,39.18199701983798,30.468618933318,1
1915-04-01,11.40112378900018,52.6358651726128,31.79172169327037,1
1915-05-01,11.026929876471314,46.57636002359095,32.656805302847516,1
1915-06-01,11.15426218909634,48.7658617821385,33.761341048402365,1
1915-07-01,11.1136293939496,48.079896742552684,35.49335045390228,1
1915-08-01,11.584831641604598,55.92345059012199,38.02685396699521,1
1915-09-01,12.01157075782589,61.64762960109008,41.01903994967633,1
1915-10-01,12.549076133220154,67.45521886284207,44.24118501270592,1
1915-11-01,12.857714453559314,70.27479684092314,47.78663327173785,1
1915-12-01,12.878444602185995,70.46230513569593,51.63940093024504,1
1916-01-01,12.543563692516177,63.41293896236749,54.46445289884534,1
