Date,Value
1881-01-01,18.473952301404942
1881-02-01,18.14725816499024
1881-03-01,18.270119140204997
1881-04-01,17.950108278222896
1881-05-01,18.869718693152603
1881-06-01,19.028710731115787
1881-07-01,18.11636718738975
1881-08-01,17.286243553973446
1881-09-01,16.724836648772904
1881-10-01,16.26198941118135
1881-11-01,16.478642316644873
1881-12-01,15.958754206105091
1882-01-01,15.67876416002875
1882-02-01,15.15386152836305
1882-03-01,15.091670299486754
1882-04-01,14.916997168375305
1882-05-01,14.567103202191769
1882-06-01,14.327404890131676
1882-07-01,15.24055976121783
1882-08-01,15.525429331463037
1882-09-01,16.081106624462315
1882-10-01,15.755581030526564
1882-11-01,15.192670313165346
1882-12-01,15.382128332081976
1883-01-01,15.270259119098574
1883-02-01,14.757590146176227
1883-03-01,15.051254121401644
1883-04-01,15.48206722203668
1883-05-01,15.335497637337072
1883-06-01,15.9033883885838
1883-07-01,15.948783127017032
1883-08-01,15.19681087662986
1883-09-01,15.494692425793463
1883-10-01,15.048056270223844
1883-11-01,15.40821814244887
1883-12-01,14.896403941887172
1884-01-01,14.432821721970724
1884-02-01,14.805960228816716
1884-03-01,14.736023454014472
1884-04-01,14.35345368257948
1884-05-01,13.465050313804916
1884-06-01,12.906876483666869
1884-07-01,13.04393158599167
1884-08-01,13.85981334176933
1884-09-01,13.569154744335727
1884-10-01,13.273251319134157
1884-11-01,13.304437602119735
1884-12-01,13.432292746944764
1885-01-01,13.129817425635967
1885-02-01,13.38481759359797
1885-03-01,13.734194093452516
1885-04-01,13.548548541030058
1885-05-01,13.71137187256194
1885-06-01,13.978784368698356
1885-07-01,14.32665877708933
1885-08-01,15.130410796707157
1885-09-01,15.116285028724247
1885-10-01,15.991023962168983
1885-11-01,16.824034498619024
1885-12-01,16.304475952278533
1886-01-01,16.69231747079765
1886-02-01,17.006648259461
1886-03-01,16.843266101570133
1886-04-01,16.80171613124631
1886-05-01,16.863195515097832
1886-06-01,17.831494055376883
1886-07-01,17.845845041532208
1886-08-01,17.72391279961927
1886-09-01,18.14714392580003
1886-10-01,18.56238134286657
1886-11-01,18.968312634942826
1886-12-01,18.19405755688645
1887-01-01,17.51222209630495
1887-02-01,17.125366596972313
1887-03-01,17.47321371151375
1887-04-01,17.822983639100713
1887-05-01,18.075445427458245
1887-06-01,17.70769566327299
1887-07-01,17.431460535613077
1887-08-01,16.73984961482071
1887-09-01,16.676629667380144
1887-10-01,15.88066681251732
1887-11-01,15.95071220106678
1887-12-01,15.45551345446995
1888-01-01,15.358662514259908
1888-02-01,15.418178318820534
1888-03-01,14.808972366946568
1888-04-01,15.020108681844459
1888-05-01,15.38791695722913
1888-06-01,15.077628818434693
1888-07-01,15.279642515498175
1888-08-01,15.602911670088805
1888-09-01,15.98782882176142
1888-10-01,15.715941874329701
1888-11-01,15.22374901694628
1888-12-01,14.946748301089222
1889-01-01,15.802286071028165
1889-02-01,16.19272044784899
1889-03-01,16.065045360769286
1889-04-01,16.05010453396748
1889-05-01,16.915421076068377
1889-06-01,17.21930294394768
1889-07-01,16.889214491107516
1889-08-01,17.13185397534573
1889-09-01,17.35078802634861
1889-10-01,17.05321440295549
1889-11-01,16.906021170249367
1889-12-01,16.61033807660339
1890-01-01,17.2200719821819
1890-02-01,17.026814982671414
1890-03-01,16.901122288589903
1890-04-01,17.257854542603205
1890-05-01,17.786430487858624
1890-06-01,17.684360844450165
1890-07-01,17.589295440864866
1890-08-01,16.596791133979103
1890-09-01,16.169702000615302
1890-10-01,15.482849163344437
1890-11-01,14.745043493292803
1890-12-01,14.442991231338443
1891-01-01,15.428980086469096
1891-02-01,15.47652233243254
1891-03-01,15.051623357657386
1891-04-01,15.408945125474121
1891-05-01,15.566495230713254
1891-06-01,15.658211395638148
1891-07-01,15.617919238646001
1891-08-01,16.163998509963037
1891-09-01,17.711261413256537
1891-10-01,17.716568589826366
1891-11-01,17.671739174764
1891-12-01,18.206303000209928
1892-01-01,19.016388404225278
1892-02-01,19.03642504097844
1892-03-01,19.738054849323017
1892-04-01,19.94326524163865
1892-05-01,19.911465213489816
1892-06-01,19.769284397136744
1892-07-01,19.211886434505566
1892-08-01,19.204303803173826
1892-09-01,18.694271809588205
1892-10-01,19.04021491532471
1892-11-01,18.46331269079999
1892-12-01,18.01300925127574
1893-01-01,17.656643708098784
1893-02-01,17.125193854872453
1893-03-01,16.899589031582323
1893-04-01,17.10254157825492
1893-05-01,15.780987310776256
1893-06-01,15.4165038635977
1893-07-01,14.349854182760952
1893-08-01,14.588056535807818
1893-09-01,15.012069079138763
1893-10-01,15.271794153520187
1893-11-01,15.942411400571668
1893-12-01,15.61269433546494
1894-01-01,15.739869351948222
1894-02-01,16.20273659644992
1894-03-01,17.187622088121927
1894-04-01,17.43484907805245
1894-05-01,16.80875192091801
1894-06-01,16.60631969529253
1894-07-01,16.28967971491695
1894-08-01,16.45777707299836
1894-09-01,16.522315444877208
1894-10-01,16.502904205708425
1894-11-01,16.54278444744455
1894-12-01,16.672466333767723
1895-01-01,16.524443935162708
1895-02-01,16.331237693211406
1895-03-01,16.36462542717479
1895-04-01,16.387543823686297
1895-05-01,17.080369553382383
1895-06-01,17.207413539783385
1895-07-01,17.546014648740556
1895-08-01,18.074072547241794
1895-09-01,18.200335946605463
1895-10-01,17.944706622466473
1895-11-01,17.34299899192169
1895-12-01,16.548415156667954
1896-01-01,16.576224828568186
1896-02-01,17.515403352637268
1896-03-01,17.232362712298613
1896-04-01,17.643699378129998
1896-05-01,17.82826689423283
1896-06-01,17.77757861643047
1896-07-01,16.637100103394594
1896-08-01,15.703370546226875
1896-09-01,16.544339943032014
1896-10-01,16.438866804725887
1896-11-01,17.089425242371114
1896-12-01,16.501404180590093
1897-01-01,17.026521282380553
1897-02-01,16.8940258832541
1897-03-01,16.95803071672104
1897-04-01,16.69685743473467
1897-05-01,17.047755129229394
1897-06-01,17.850497280690615
1897-07-01,18.651975755820295
1897-08-01,19.006396010519442
1897-09-01,19.372370293397793
1897-10-01,19.028031223902428
1897-11-01,18.358448098050225
1897-12-01,18.7487576625255
1898-01-01,19.249000021813757
1898-02-01,18.91813188800214
1898-03-01,18.04217492346869
1898-04-01,17.705089426411778
1898-05-01,17.595635274512816
1898-06-01,19.544817480547994
1898-07-01,19.858943014167302
1898-08-01,20.544915179153286
1898-09-01,20.442732862691294
1898-10-01,19.947199825773662
1898-11-01,20.527416324811295
1898-12-01,21.40363198544819
1899-01-01,22.93280741648719
1899-02-01,23.0481175499802
1899-03-01,23.279682245508724
1899-04-01,23.152421525686496
1899-05-01,22.091269360834193
1899-06-01,21.21209192504684
1899-07-01,21.56142563452312
1899-08-01,21.726237373055447
1899-09-01,20.591140514113775
1899-10-01,20.153713460686614
1899-11-01,20.19645752080229
1899-12-01,18.512649643600184
1900-01-01,18.67427536244478
1900-02-01,18.703797417251433
1900-03-01,18.77579342123837
1900-04-01,18.936402033322725
1900-05-01,18.403197016950408
1900-06-01,17.992711584303965
1900-07-01,17.689545468952794
1900-08-01,18.069614666784187
1900-09-01,17.34187415122472
1900-10-01,18.102398784556048
1900-11-01,19.41958460376075
1900-12-01,20.74405116087085
1901-01-01,20.978581834536183
1901-02-01,21.679149848206183
1901-03-01,22.34758395068384
1901-04-01,24.409716994827196
1901-05-01,23.064012684863552
1901-06-01,25.238466205960325
1901-07-01,23.144848553708094
1901-08-01,23.077177713844375
1901-09-01,22.59046831686023
1901-10-01,22.25290161840892
1901-11-01,22.37507477765279
1901-12-01,21.680215141029674
1902-01-01,22.340290796033557
1902-02-01,22.45995745246039
1902-03-01,22.410652288217328
1902-04-01,22.823108698497833
1902-05-01,22.427954493329793
1902-06-01,21.963742295514603
1902-07-01,22.385686589401352
1902-08-01,23.168671834092848
1902-09-01,22.85656638195449
1902-10-01,20.6044254018598
1902-11-01,20.40854125507217
1902-12-01,19.633232126823827
1903-01-01,20.318132053828485
1903-02-01,20.107051517552804
1903-03-01,19.884560384872824
1903-04-01,18.980022601826246
1903-05-01,18.95485872303987
1903-06-01,17.818551722968508
1903-07-01,16.918178414766654
1903-08-01,16.29911879090349
1903-09-01,15.654359115196906
1903-10-01,15.252943825778836
1903-11-01,15.40787753429789
1903-12-01,16.04289414005013
1904-01-01,15.861833914033635
1904-02-01,15.02149838033143
1904-03-01,15.081930176258854
1904-04-01,15.565490611691484
1904-05-01,15.525820896254633
1904-06-01,15.47443363865265
1904-07-01,16.036401629624105
1904-08-01,16.30465197885103
1904-09-01,16.74260004916368
1904-10-01,17.633197370821403
1904-11-01,18.07620022377006
1904-12-01,18.159679118703192
1905-01-01,18.459852032455846
1905-02-01,19.168996375829824
1905-03-01,19.831506074218414
1905-04-01,19.48292752471127
1905-05-01,18.629487509845113
1905-06-01,18.735862386183527
1905-07-01,19.20588330954804
1905-08-01,19.57330843080371
1905-09-01,19.74349241969777
1905-10-01,19.89739481432952
1905-11-01,19.44352569326497
1905-12-01,19.57796080909611
1906-01-01,20.132402260807883
1906-02-01,19.866752563675874
1906-03-01,19.259453020854107
1906-04-01,18.876204996115874
1906-05-01,18.05404446092638
1906-06-01,18.172666376497485
1906-07-01,18.195200143513727
1906-08-01,18.96725147754928
1906-09-01,19.20099368200134
1906-10-01,18.09538090886909
1906-11-01,18.141851654007958
1906-12-01,17.660003667768652
1907-01-01,17.218913853705974
1907-02-01,16.21707128876615
1907-03-01,14.687545255978652
1907-04-01,14.66970990560274
1907-05-01,13.79010715342425
1907-06-01,13.144269952673204
1907-07-01,13.585007357961846
1907-08-01,12.513471604446613
1907-09-01,12.328569657736626
1907-10-01,10.831840153050605
1907-11-01,10.591177559189784
1907-12-01,11.33330623581117
1908-01-01,11.90296862826698
1908-02-01,11.554846295144797
1908-03-01,11.984662664464295
1908-04-01,12.448889158370369
1908-05-01,13.07845135543834
1908-06-01,13.051684129229994
1908-07-01,13.345487104834401
1908-08-01,13.884232895208612
1908-09-01,13.701442268825106
1908-10-01,13.690810359178702
1908-11-01,14.43501409125626
1908-12-01,14.58248290896244
1909-01-01,14.76441845644135
1909-02-01,14.167157516701364
1909-03-01,14.336058380586215
1909-04-01,14.645198603086115
1909-05-01,14.953509786582782
1909-06-01,15.040444676080995
1909-07-01,15.231503240497679
1909-08-01,15.417580706254759
1909-09-01,15.254446436821176
1909-10-01,14.988845296121768
1909-11-01,14.745631176824585
1909-12-01,14.750638489265036
1910-01-01,14.547885040564145
1910-02-01,14.0020379030327
1910-03-01,14.05000696507782
1910-04-01,13.559883620820079
1910-05-01,13.56879228725145
1910-06-01,13.019657302315936
1910-07-01,12.34258125998522
1910-08-01,12.74505515088625
1910-09-01,12.93716110107084
1910-10-01,13.91886665644582
1910-11-01,14.164523175780355
1910-12-01,13.741478417781549
1911-01-01,14.049215181401205
1911-02-01,14.721488469928307
1911-03-01,14.370623221979534
1911-04-01,14.75293542032936
1911-05-01,15.047660591685045
1911-06-01,15.328355684719282
1911-07-01,15.083110578700268
1911-08-01,13.89979066565445
1911-09-01,12.99795398325244
1911-10-01,13.066472850619196
1911-11-01,13.727997586413094
1911-12-01,13.92925841957824
