Metric,Strategy,NDQ_BuyHold,GOLD_BuyHold
CAGR,0.19538909566216867,0.14285178577526936,0.0780290815503013
Stdev_Ann,0.16513019585717562,0.24131857217075608,0.15573296587775162
Sharpe,1.169717447915206,0.678014776620417,0.56065252788428
MaxDrawdown,-0.2908422984482978,-0.8068530890557201,-0.4164766623550309
